e_form,vpa,gap pbe,a,c,beta,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData minimum Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData range NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData minimum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData mean NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData avg_dev SpaceGroupNumber
-1.837,15.704,0.0,4.282,4.282,90.0,90.0,-4.168,8.0,67.0,59.0,28.0,24.0,8.0,87.0,54.0,73.8,16.32,87.0,15.9994,65.549304,59.4598848,15.9994,54.8,1692.2,468.23,54.8,3.0,13.0,12.8,3.92,2.0,3.4,1.68,2.0,66.0,48.48,66.0,1.23,2.21,0.9288,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,11.0,11.0,2.2,6.0,7.0,8.8,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.96,16.46166667,8.828,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.16
-1.835,12.402,1.077,5.219,9.089,90.0,90.0,-8.454,8.0,24.0,16.0,11.8,4.88,8.0,87.0,85.0,62.4,29.52,87.0,15.9994,24.59681386,10.95971446,15.9994,54.8,2125.2,543.054,54.8,1.0,15.0,11.0,6.0,2.0,2.6,0.72,2.0,66.0,41.52,66.0,0.93,2.51,1.0296,3.44,1.0,1.0,0.48,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.4,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.36,13.54966667,6.277466667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
-1.833,10.587,0.0,3.755,3.755,90.0,90.0,2.16,8.0,72.0,64.0,25.4,20.88,8.0,87.0,42.0,76.0,13.2,87.0,15.9994,59.24224,51.891408,15.9994,54.8,2451.2,594.662,54.8,4.0,12.0,13.0,3.6,2.0,3.2,1.44,2.0,66.0,39.6,66.0,1.3,2.14,0.9048,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,14.0,14.0,2.8,6.0,12.0,9.8,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,2.0,2.16,13.6745,5.4834,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.16
-1.832,17.095,0.0,4.405,4.405,90.0,90.0,-0.044,8.0,93.0,85.0,33.6,30.72,8.0,87.0,65.0,73.6,20.64,87.0,15.9994,81.35164,78.422688,15.9994,54.8,862.2,397.036,54.8,3.0,13.0,13.2,4.08,2.0,3.6,1.92,2.0,66.0,47.28,66.0,1.36,2.08,0.8328,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,4.0,4.0,0.8,6.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,10.0,0.0,2.0,5.36,15.46575,7.6329,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.96
-1.832,11.898,0.0,3.904,3.904,90.0,90.0,3.877,8.0,43.0,35.0,17.2,11.04,8.0,87.0,84.0,63.4,28.32,87.0,15.9994,37.0193,25.22388,15.9994,54.8,2375.2,586.186,54.8,1.0,15.0,11.2,5.76,2.0,3.0,1.2,2.0,66.0,52.32,66.0,0.82,2.62,0.9984,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,5.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.04,22.94133333,20.06613333,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.832,11.851,0.0,3.899,3.899,90.0,90.0,0.27,8.0,69.0,61.0,27.4,23.28,8.0,87.0,50.0,70.8,19.44,87.0,15.9994,63.600482,57.1212984,15.9994,54.8,2552.2,917.88,54.8,3.0,13.0,11.8,5.04,2.0,3.4,1.68,2.0,66.0,48.96,66.0,1.25,2.19,0.8232,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,7.0,7.0,1.4,0.0,13.0,13.0,2.6,6.0,9.0,8.2,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,3.0,0.6,0.96,0.0,0.0,1.0,0.0,1.0,0.72,14.121,6.2636,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.831,11.935,0.0,3.908,3.908,90.0,90.0,-0.263,8.0,67.0,59.0,27.2,23.04,8.0,87.0,54.0,70.6,19.68,87.0,15.9994,63.166804,56.6008848,15.9994,54.8,2182.2,829.68,54.8,3.0,13.0,12.0,4.8,2.0,3.4,1.68,2.0,66.0,48.48,66.0,1.23,2.21,0.8088,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,8.0,8.0,1.6,0.0,11.0,11.0,2.2,6.0,7.0,8.0,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.4,0.64,0.0,0.0,3.0,0.0,2.0,0.48,14.33766667,6.558266667,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-1.83,15.144,0.0,4.231,4.231,90.0,90.0,-2.166,8.0,69.0,61.0,28.2,24.24,8.0,87.0,50.0,73.6,16.08,87.0,15.9994,65.868682,59.8431384,15.9994,54.8,1763.2,515.324,54.8,3.0,13.0,12.6,4.08,2.0,3.4,1.68,2.0,66.0,48.48,66.0,1.25,2.19,0.9456,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,13.0,13.0,2.6,6.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.72,15.318,7.4556,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.83,12.488,0.0,3.967,3.967,90.0,90.0,1.019,8.0,76.0,68.0,32.0,28.8,8.0,87.0,68.0,67.4,23.52,87.0,15.9994,76.49404,72.593568,15.9994,54.8,3251.2,952.88,54.8,3.0,13.0,11.8,5.04,2.0,3.6,1.92,2.0,66.0,51.12,66.0,1.14,2.3,0.8496,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,6.0,6.0,1.2,0.0,14.0,14.0,3.6,6.0,16.0,9.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,4.0,0.8,1.28,0.0,0.0,10.0,0.0,2.0,2.4,15.243,7.8268,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.83,8.687,0.0,4.857,7.049,90.0,90.0,-0.06,3.0,24.0,21.0,10.2,5.52,8.0,87.0,86.0,62.2,29.76,87.0,6.941,21.38706,12.243616,15.9994,54.8,2125.2,559.618,54.8,1.0,15.0,11.0,6.0,2.0,2.4,0.64,2.0,66.0,32.4,66.0,0.98,2.46,1.0176,3.44,1.0,1.0,0.48,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0,0.4,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,0.0,0.0,1.0,1.36,11.01966667,2.2976,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.16
-1.83,16.361,0.0,4.341,4.341,90.0,90.0,-1.455,8.0,83.0,75.0,34.4,31.68,8.0,87.0,58.0,75.2,18.48,87.0,15.9994,83.18079,80.617668,15.9994,54.8,1574.2,467.56,54.8,3.0,13.0,13.2,4.08,2.0,3.6,1.92,2.0,66.0,50.4,66.0,1.21,2.23,0.876,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,14.0,14.0,4.6,6.0,23.0,11.6,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.96,18.40033333,11.1544,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.24
-1.829,13.745,0.0,5.695,8.13,90.0,90.0,-5.166,8.0,61.0,53.0,26.2,21.84,8.0,87.0,66.0,68.8,21.84,87.0,15.9994,59.88364,52.661088,15.9994,54.8,1773.25,673.09,54.8,3.0,13.0,12.2,4.56,2.0,3.4,1.68,2.0,66.0,49.44,66.0,1.155,2.285,0.846,3.44,0.0,2.0,0.64,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,5.0,5.0,1.0,6.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.4,15.1135,7.4916,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8
-1.828,15.647,0.0,4.277,4.277,90.0,90.0,-2.709,8.0,39.0,31.0,17.6,11.52,8.0,87.0,75.0,65.0,26.4,87.0,15.9994,38.368419,26.8428228,15.9994,54.8,1744.2,696.48,54.8,3.0,13.0,11.6,5.28,2.0,3.0,1.2,2.0,66.0,47.28,66.0,1.22,2.22,0.9864,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,1.2,0.0,0.0,0.0,0.0,3.0,4.0,5.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.8,3.36,0.0,0.0,0.0,0.0,2.0,2.4,14.03351724,7.332593103,9.105,0.0,0.0,0.0,0.0,0.000310121,0.000310121,6.2e-05,9.92e-05,0.0,92.88
-1.827,9.674,0.0,3.644,3.644,90.0,90.0,0.13,8.0,28.0,20.0,14.6,7.92,8.0,87.0,76.0,66.6,24.48,87.0,15.9994,30.3295024,17.19612288,15.9994,54.8,1759.2,741.28,54.8,3.0,13.0,12.2,4.56,2.0,2.8,0.96,2.0,66.0,38.88,66.0,1.36,2.08,0.8664,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,8.0,8.0,1.8,0.0,0.0,0.0,0.0,3.0,7.0,6.2,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.2,2.72,0.0,0.0,0.0,0.0,2.0,2.24,11.974,4.1044,9.105,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11908021,0.190525796,0.0,94.8
-1.827,15.805,0.0,4.291,4.291,90.0,90.0,-0.617,8.0,94.0,86.0,29.6,25.92,8.0,87.0,63.0,70.8,19.44,87.0,15.9994,71.47564,69.009744,15.9994,54.8,858.2,354.016,54.8,3.0,13.0,12.6,4.08,2.0,3.4,1.68,2.0,66.0,42.48,66.0,1.28,2.16,0.948,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,6.0,6.0,1.2,6.0,6.0,7.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.08,11.871,3.3192,9.105,0.0,0.0,0.0,0.0,0.318003638,0.318003638,0.063600728,0.101761164,0.0,58.32
-1.826,15.111,0.0,4.228,4.228,90.0,90.0,-5.367,8.0,68.0,60.0,23.0,18.0,8.0,87.0,52.0,68.4,22.32,87.0,15.9994,53.23974,45.607704,15.9994,54.8,2128.2,823.48,54.8,3.0,13.0,11.2,5.76,2.0,3.2,1.44,2.0,66.0,50.4,66.0,1.24,2.2,0.9624,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,0.6,0.0,12.0,12.0,2.4,5.0,9.0,7.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,1.4,2.24,0.0,0.0,2.0,0.0,2.0,1.6,14.182,6.5612,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.826,15.838,0.0,4.294,4.294,90.0,90.0,1.61,8.0,92.0,84.0,32.2,29.04,8.0,87.0,67.0,68.0,22.8,87.0,15.9994,77.786522,74.1445464,15.9994,54.8,2182.2,761.88,54.8,3.0,13.0,12.0,4.8,2.0,3.6,1.92,2.0,66.0,49.44,66.0,1.38,2.06,0.7728,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,8.0,8.0,1.8,0.0,3.0,3.0,0.6,6.0,3.0,6.6,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.2,2.72,0.0,0.0,11.0,0.0,2.0,5.68,12.196,3.7092,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.08
-1.825,14.031,0.0,4.124,4.124,90.0,90.0,-0.708,8.0,40.0,32.0,19.4,13.68,8.0,87.0,43.0,77.8,13.52,87.0,15.9994,42.82876,32.195232,15.9994,54.8,2073.2,676.48,54.8,4.0,12.0,13.4,3.76,2.0,3.0,1.2,2.0,66.0,38.88,66.0,1.33,2.11,0.8088,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.4,0.0,0.0,0.0,0.0,4.0,11.0,7.4,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,0.0,0.0,2.0,1.84,14.537,6.5184,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-1.825,15.65,0.0,4.277,4.277,90.0,90.0,-2.668,8.0,67.0,59.0,28.4,24.48,8.0,87.0,54.0,75.8,17.12,87.0,15.9994,66.937704,61.1259648,15.9994,54.8,1692.2,563.036,54.8,3.0,13.0,13.2,4.08,2.0,3.4,1.68,2.0,66.0,47.76,66.0,1.23,2.21,0.864,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,11.0,11.0,2.2,6.0,9.0,9.2,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.48,17.92166667,10.58,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-1.825,12.578,0.0,3.977,3.977,90.0,90.0,1.938,8.0,69.0,61.0,25.2,20.64,8.0,87.0,50.0,76.4,15.76,87.0,15.9994,58.370802,50.8456824,15.9994,54.8,1763.2,614.48,54.8,3.0,13.0,13.2,4.08,2.0,3.2,1.44,2.0,66.0,42.48,66.0,1.25,2.19,0.828,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,13.0,13.0,2.6,6.0,9.0,9.6,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.4,15.854,8.0988,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.64
-1.823,12.19,0.0,3.935,3.935,90.0,90.0,-0.238,8.0,75.0,67.0,33.6,30.72,8.0,87.0,50.0,70.4,19.92,87.0,15.9994,80.627882,77.5541784,15.9994,54.8,3404.2,1088.28,54.8,3.0,13.0,11.6,5.28,2.0,3.6,1.92,2.0,66.0,50.16,66.0,1.25,2.19,0.8952,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,1.0,0.0,14.0,14.0,5.4,6.0,15.0,10.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,5.0,1.0,1.6,0.0,0.0,1.0,0.0,1.0,1.04,14.35,6.294,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.822,16.92,0.0,4.39,4.39,90.0,90.0,-6.026,8.0,61.0,53.0,25.0,20.4,8.0,87.0,66.0,65.2,26.16,87.0,15.9994,56.84444,49.014048,15.9994,54.8,2073.2,733.08,54.8,3.0,13.0,11.0,6.0,2.0,3.4,1.68,2.0,66.0,58.08,66.0,1.155,2.285,1.0548,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.4,0.0,5.0,5.0,1.0,4.0,3.0,5.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,1.6,2.56,0.0,0.0,9.0,0.0,2.0,3.12,16.8705,9.3186,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.822,11.508,0.0,5.176,8.06,90.0,90.0,-1.495,8.0,47.0,39.0,18.4,12.48,8.0,87.0,76.0,67.4,23.52,87.0,15.9994,40.1644624,28.99807488,15.9994,54.8,1759.2,642.666,54.8,3.0,13.0,12.4,4.32,2.0,3.0,1.2,2.0,66.0,43.92,66.0,1.36,2.08,0.8616,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,8.0,6.4,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,1.0,2.32,13.176,4.8852,9.105,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,94.8
-1.822,10.976,0.0,3.8,3.8,90.0,90.0,1.724,8.0,91.0,83.0,28.6,24.96,8.0,87.0,69.0,68.0,22.8,87.0,15.9994,67.545492,65.3961472,15.9994,54.8,1790.2,747.48,54.8,3.0,13.0,12.2,4.56,2.0,3.4,1.68,2.0,66.0,46.08,66.0,1.5,1.94,0.8328,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,8.0,8.0,1.8,0.0,2.0,2.0,0.4,5.0,5.0,6.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,2.2,2.72,0.0,0.0,12.0,0.0,2.0,6.08,12.563,5.0468,9.105,0.0,0.0,0.0,0.0,0.5953947,0.5953947,0.11907894,0.190526304,0.0,81.6
-1.821,18.837,0.0,4.55,4.55,90.0,90.0,-1.539,8.0,59.0,51.0,18.8,16.08,8.0,87.0,85.0,56.0,37.2,87.0,15.9994,42.37912386,39.41141046,15.9994,54.8,1149.2,347.854,54.8,1.0,15.0,10.4,6.72,2.0,3.0,1.2,2.0,66.0,56.88,66.0,0.93,2.51,1.1568,3.44,1.0,1.0,0.32,2.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.6,1.0,5.0,4.8,0.0,1.0,0.2,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2.96,18.44666667,11.21,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.819,10.879,0.0,3.789,3.789,90.0,90.0,1.45,8.0,72.0,64.0,24.2,19.44,8.0,87.0,42.0,71.6,18.48,87.0,15.9994,56.285249,48.8819004,15.9994,54.8,2451.2,837.88,54.8,4.0,12.0,11.8,5.04,2.0,3.2,1.44,2.0,66.0,43.68,66.0,1.3,2.14,0.9672,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,5.0,5.0,1.4,0.0,14.0,14.0,2.8,6.0,12.0,8.6,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,2.6,3.12,0.0,0.0,0.0,0.0,2.0,2.16,12.00051724,4.079793103,9.105,0.0,0.0,0.0,0.0,0.000310121,0.000310121,6.2e-05,9.92e-05,0.0,92.88
-1.819,12.253,0.0,3.942,3.942,90.0,90.0,1.696,4.0,73.0,69.0,20.2,21.12,8.0,87.0,39.0,75.2,14.16,87.0,9.012182,47.5916524,53.34249104,15.9994,54.8,3235.2,1002.88,54.8,2.0,14.0,11.0,6.0,2.0,2.8,1.28,2.0,66.0,32.16,66.0,1.5,1.94,0.9144,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,0.6,0.0,14.0,14.0,2.8,2.0,17.0,7.8,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,1.4,2.24,0.0,0.0,0.0,0.0,0.0,1.76,10.665,2.982,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
-1.818,15.405,0.0,4.255,4.255,90.0,90.0,-5.158,8.0,39.0,31.0,17.0,10.8,8.0,87.0,75.0,63.2,28.56,87.0,15.9994,36.95421,25.145772,15.9994,54.8,1886.2,780.88,54.8,3.0,13.0,11.0,6.0,2.0,3.0,1.2,2.0,66.0,52.32,66.0,1.22,2.22,0.9888,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,2.0,2.0,0.6,0.0,0.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,3.4,4.08,0.0,0.0,0.0,0.0,2.0,3.12,15.274,7.4028,9.105,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,87.36
-1.817,13.074,0.0,4.028,4.028,90.0,90.0,2.168,8.0,50.0,42.0,19.0,13.2,8.0,87.0,76.0,70.4,23.76,87.0,15.9994,42.3328224,31.60010688,15.9994,54.8,1759.2,496.696,54.8,3.0,13.0,13.0,4.0,2.0,3.0,1.2,2.0,66.0,42.48,66.0,1.36,2.08,0.8544,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.16,16.567,8.9544,9.105,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,74.64
-1.817,16.423,0.0,4.346,4.346,90.0,90.0,2.116,8.0,89.0,81.0,33.0,30.0,8.0,90.0,76.0,73.0,23.6,87.0,15.9994,80.51964,77.424288,15.9994,54.8,1268.2,442.012,54.8,3.0,13.0,13.4,4.16,2.0,3.6,1.92,2.0,66.0,53.04,66.0,1.1,2.34,0.8832,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,0.0,0.0,0.0,3.0,13.0,7.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,0.0,0.0,2.0,2.24,21.31816667,14.6558,9.105,0.0,0.464,0.0928,0.0,0.0,0.0,0.0,0.0,0.0,84.72
-1.816,13.098,0.0,4.031,4.031,90.0,90.0,1.42,8.0,92.0,84.0,29.8,26.16,8.0,87.0,67.0,73.0,21.2,87.0,15.9994,72.189742,67.4284104,15.9994,54.8,1353.2,532.48,54.8,3.0,13.0,13.2,4.08,2.0,3.4,1.68,2.0,66.0,43.92,66.0,1.38,2.06,0.7968,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.2,0.0,3.0,3.0,0.6,6.0,9.0,7.8,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,9.0,1.8,2.88,0.0,0.0,11.0,0.0,2.0,5.68,13.903,5.7576,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.2
-1.816,16.135,0.0,4.321,4.321,90.0,90.0,-2.99,8.0,81.0,73.0,34.6,31.92,8.0,87.0,52.0,74.4,15.76,87.0,15.9994,83.9281,81.51444,15.9994,54.8,1715.2,502.28,54.8,3.0,13.0,12.8,3.92,2.0,3.6,1.92,2.0,66.0,48.48,66.0,1.24,2.2,0.9648,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,14.0,14.0,5.2,6.0,21.0,11.8,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.96,16.962,9.4284,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.36
-1.816,17.249,0.0,4.418,4.418,90.0,90.0,-2.933,8.0,62.0,54.0,27.2,23.04,8.0,87.0,64.0,72.8,19.92,87.0,15.9994,63.41364,56.897088,15.9994,54.8,1290.2,402.896,54.8,3.0,13.0,13.0,4.0,2.0,3.4,1.68,2.0,66.0,49.2,66.0,1.17,2.27,0.9,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,10.0,10.0,2.0,0.0,6.0,6.0,1.2,6.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,1.92,18.766,11.5932,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.92
-1.814,13.342,0.0,4.056,4.056,90.0,90.0,-3.616,8.0,73.0,65.0,33.8,30.96,8.0,87.0,42.0,70.8,19.44,87.0,15.9994,81.487216,78.5853792,15.9994,54.8,3235.2,1192.08,54.8,4.0,12.0,11.4,5.52,2.0,3.6,1.92,2.0,66.0,51.12,66.0,1.3,2.14,0.9792,3.44,2.0,0.0,0.0,2.0,0.0,4.0,4.0,3.0,3.0,1.0,0.0,14.0,14.0,5.6,6.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,8.0,3.0,3.6,0.0,0.0,0.0,0.0,2.0,2.64,13.527,5.3064,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.76
