e_form,mu_b,vpa,gap pbe,a,b,c,alpha,beta,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData minimum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,maximum oxidation state,range oxidation state,std_dev oxidation state
-2.758,0.072,11.478,0.0,5.329,5.605,7.685,90.0,90.0,90.0,4.233,8.0,70.0,8.0,39.0,87.0,48.0,70.0,20.4,87.0,15.9994,173.054,157.0546,63.40244,56.883648,15.9994,54.8,2896.0,2841.2,830.48,54.8,3.0,5.52,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,187.0,121.0,107.8,66.0,1.26,3.44,2.18,0.8304,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,5.0,5.0,1.6,0.0,14.0,14.0,4.48,0.0,6.0,16.0,10.0,8.0,3.2,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,5.0,5.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.4,1.44,34.12,25.015,15.425,7.584,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,3.0,5.0,3.273268354
-2.758,1.0,11.329,1.153,5.298,5.607,7.627,90.0,90.0,90.0,3.19,8.0,39.0,8.0,12.0,87.0,75.0,65.6,25.68,87.0,15.9994,88.90585,72.90645,38.54981,27.060492,15.9994,54.8,1811.0,1756.2,754.88,54.8,3.0,5.04,16.0,2.0,5.0,3.0,3.0,1.2,2.0,66.0,190.0,124.0,104.0,66.0,1.22,3.44,2.22,0.9192,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,6.0,6.0,1.84,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.8,1.12,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,3.8,2.16,32.365,23.26,14.082,7.3132,9.105,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.76,12.0,3.0,5.0,3.273268354
-2.757,0.6,14.921,1.526,6.143,6.143,6.143,56.1,56.1,56.1,-5.414,8.0,60.0,8.0,19.0,87.0,68.0,65.8,25.44,87.0,15.9994,144.242,128.2426,48.84726,39.417432,15.9994,54.8,2180.0,2125.2,727.68,54.8,3.0,5.52,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,201.0,135.0,107.6,66.0,1.14,3.44,2.3,0.9792,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,5.0,5.0,1.6,0.0,4.0,4.0,1.28,0.0,6.0,6.0,0.0,6.0,0.0,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,5.0,5.0,1.6,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,4.4,2.88,34.81,25.705,14.663,8.0588,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,3.0,5.0,3.273268354
-2.755,1.0,12.186,1.092,5.52,5.621,7.855,90.0,90.0,90.0,4.037,8.0,57.0,8.0,13.0,87.0,74.0,65.8,25.44,87.0,15.9994,138.90547,122.90607,48.549734,39.0604008,15.9994,54.8,1811.0,1756.2,633.68,54.8,3.0,5.04,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,207.0,141.0,107.4,66.0,1.1,3.44,2.34,0.948,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,6.0,6.0,1.84,0.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,5.8,1.12,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,3.8,2.16,36.8975,27.7925,14.9885,8.7636,9.105,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,91.8,95.76,12.0,3.0,5.0,3.273268354
-2.755,0.043,9.86,0.0,3.39,3.39,4.289,90.0,90.0,90.0,-0.59,4.0,62.0,8.0,23.0,87.0,64.0,70.2,20.16,87.0,9.012182,150.36,141.347818,41.4740764,43.55436944,15.9994,54.8,1560.0,1505.2,613.88,54.8,2.0,6.48,16.0,2.0,6.0,4.0,2.8,1.28,2.0,66.0,198.0,132.0,98.4,66.0,1.17,3.44,2.27,0.9936,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.92,0.0,2.0,8.0,6.0,5.6,1.44,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,8.0,8.0,1.6,2.56,0.0,0.0,8.0,2.8,2.08,33.23,25.34,13.687,7.8172,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,79.2,80.64,12.0,0.0,0.0,0.0
-2.754,0.546,16.999,0.0,4.397,4.397,4.397,90.0,90.0,90.0,2.997,8.0,92.0,8.0,17.0,87.0,70.0,59.6,32.88,87.0,15.9994,238.02891,222.02951,85.386952,83.2650624,15.9994,54.8,1408.0,1353.2,555.28,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,203.0,137.0,119.4,66.0,1.13,3.44,2.31,1.0488,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,3.0,3.0,1.44,0.0,5.0,6.0,1.0,5.8,0.32,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,11.0,11.0,4.4,5.28,0.0,2.0,20.0,7.4,6.48,35.675,26.57,16.603,8.9976,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.6,55.92,12.0,3.0,5.0,3.273268354
-2.753,0.008,18.864,0.0,4.552,4.552,4.552,90.0,90.0,90.0,2.036,8.0,90.0,8.0,16.0,87.0,71.0,62.0,30.0,87.0,15.9994,232.03806,216.03866,88.993316,87.5926992,15.9994,54.8,2023.0,1968.2,786.88,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,206.0,140.0,119.2,66.0,1.23,3.44,2.21,1.044,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,2.0,2.0,0.64,0.0,11.0,11.0,3.52,0.0,4.0,13.0,9.0,7.0,2.4,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,8.0,8.0,2.56,0.0,3.0,3.0,0.6,0.96,0.0,2.0,8.0,3.4,1.84,32.37,23.265,18.08366667,10.7744,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,0.0,0.0,0.0
-2.753,0.0,15.334,0.591,4.248,4.248,4.248,90.0,90.0,90.0,-0.415,8.0,71.0,8.0,31.0,87.0,56.0,66.6,24.48,87.0,15.9994,174.9668,158.9674,77.093,73.31232,15.9994,54.8,1936.0,1881.2,757.08,54.8,3.0,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,192.0,126.0,115.4,66.0,1.22,3.44,2.22,1.0536,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,14.0,14.0,5.76,0.0,6.0,17.0,11.0,9.4,4.08,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,4.0,4.0,0.8,1.28,0.0,2.0,9.0,3.8,2.16,31.24,22.135,17.484,10.0548,9.105,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,194.0,182.0,84.8,87.36,12.0,3.0,5.0,3.273268354
-2.752,0.792,17.182,0.0,4.412,4.412,4.412,90.0,90.0,90.0,3.451,8.0,93.0,8.0,19.0,87.0,68.0,60.4,31.92,87.0,15.9994,237.0,221.0006,85.84804,83.818368,15.9994,54.8,1294.0,1239.2,475.08,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,201.0,135.0,117.8,66.0,1.14,3.44,2.3,1.0512,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,4.0,4.0,1.92,0.0,6.0,7.0,1.0,6.2,0.32,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,10.0,10.0,4.0,4.8,0.0,2.0,19.0,7.0,6.0,34.81,25.705,16.11575,8.4129,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.4,55.68,12.0,3.0,5.0,3.273268354
-2.751,0.0,15.979,0.0,4.307,4.307,4.307,90.0,90.0,90.0,3.063,8.0,90.0,8.0,16.0,87.0,71.0,61.2,30.96,87.0,15.9994,232.03806,216.03866,87.792322,86.1515064,15.9994,54.8,2023.0,1968.2,763.28,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,206.0,140.0,119.6,66.0,1.21,3.44,2.23,1.0488,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,2.0,2.0,0.64,0.0,9.0,9.0,2.88,0.0,4.0,11.0,7.0,6.6,1.76,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,8.0,8.0,2.56,0.0,5.0,5.0,1.0,1.6,0.0,2.0,8.0,3.8,2.16,32.37,23.265,18.28433333,11.0152,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,0.0,0.0,0.0
-2.751,0.0,11.122,0.0,3.817,3.817,3.817,90.0,90.0,90.0,4.551,8.0,57.0,8.0,13.0,87.0,74.0,70.4,22.96,87.0,15.9994,138.90547,122.90607,42.997834,38.3630544,15.9994,54.8,1687.0,1632.2,608.88,54.8,3.0,4.0,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,207.0,141.0,103.2,66.0,1.1,3.44,2.34,0.9312,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.8,4.0,0.0,1.0,1.0,0.32,0.0,0.0,0.0,0.0,0.0,3.0,6.0,3.0,5.0,1.2,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.8,9.0,9.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,3.8,2.16,36.8975,27.7925,16.9305,9.3906,9.105,0.773,0.773,0.1546,0.24736,0.0,0.0,0.0,0.0,0.0,0.0,12.0,227.0,215.0,91.4,95.28,12.0,4.0,6.0,3.380617019
-2.751,0.37,13.051,0.0,4.026,4.026,4.026,90.0,90.0,90.0,4.351,8.0,91.0,8.0,11.0,87.0,76.0,58.0,34.8,87.0,15.9994,231.03586,215.03646,64.7979944,66.49514624,15.9994,54.8,1845.0,1790.2,764.68,54.8,3.0,6.24,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,200.0,134.0,113.6,66.0,1.36,3.44,2.08,0.9648,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.48,0.0,2.0,2.0,0.64,0.0,3.0,6.0,3.0,5.2,0.96,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,4.32,0.0,12.0,12.0,2.4,3.84,0.0,2.0,21.0,7.2,6.24,25.18,16.075,14.946,7.0092,9.105,0.0,0.0,0.0,0.0,0.0,6.35e-06,6.35e-06,1.27e-06,2.03e-06,0.0,12.0,194.0,182.0,73.8,74.16,12.0,3.0,5.0,3.273268354
-2.75,0.6,11.842,1.067,5.475,5.502,7.862,90.0,90.0,90.0,3.046,8.0,92.0,8.0,20.0,87.0,67.0,71.0,20.4,87.0,15.9994,238.02891,222.02951,71.150022,66.7515552,15.9994,54.8,1408.0,1353.2,375.062,54.8,3.0,3.92,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,196.0,130.0,103.2,66.0,1.38,3.44,2.06,0.8856,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.6,4.0,0.0,10.0,10.0,3.12,0.0,3.0,3.0,0.96,0.0,6.0,13.0,7.0,7.4,2.24,0.0,0.0,0.0,0.0,0.0,5.0,2.2,1.12,9.0,9.0,2.88,0.0,11.0,11.0,2.2,3.52,0.0,2.0,20.0,6.2,5.52,20.025,10.92,13.2395,4.9614,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,52.0,32.6,24.72,12.0,3.0,5.0,3.273268354
-2.749,0.0,14.98,3.279,6.254,6.254,6.254,54.3,54.3,54.3,-4.496,8.0,60.0,8.0,19.0,87.0,68.0,70.8,20.72,87.0,15.9994,144.242,128.2426,52.39264,43.671888,15.9994,54.8,1294.0,1239.2,352.262,54.8,3.0,3.92,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,201.0,135.0,104.2,66.0,1.14,3.44,2.3,0.9432,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.6,4.0,0.0,10.0,10.0,3.2,0.0,4.0,4.0,1.28,0.0,6.0,13.0,7.0,7.4,2.24,0.0,0.0,0.0,0.0,0.0,5.0,2.2,1.12,0.0,0.0,0.0,0.0,10.0,10.0,2.0,3.2,0.0,2.0,10.0,4.2,2.64,34.81,25.705,16.1965,8.5098,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.8,56.16,12.0,3.0,5.0,3.273268354
-2.749,0.2,12.93,0.0,5.61,5.751,8.015,90.0,90.0,90.0,0.008,8.0,72.0,8.0,2.0,87.0,85.0,61.6,30.48,87.0,15.9994,178.49,162.4906,49.89559386,51.43776246,15.9994,54.8,2506.0,2451.2,608.254,54.8,1.0,6.48,16.0,2.0,6.0,4.0,3.0,1.2,2.0,66.0,175.0,109.0,107.8,66.0,0.93,3.44,2.51,1.116,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,2.0,2.0,0.64,0.0,14.0,14.0,4.48,0.0,1.0,18.0,17.0,7.4,4.24,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,8.0,8.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,29.24333333,20.13833333,15.75166667,7.976,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,91.8,95.76,12.0,0.0,0.0,0.0
-2.747,0.106,16.647,0.0,5.845,5.857,9.725,90.0,90.0,90.0,-3.53,8.0,65.0,8.0,8.0,87.0,79.0,59.6,32.88,87.0,15.9994,158.92535,142.92595,58.90871,51.491172,15.9994,54.8,1629.0,1574.2,568.68,54.8,2.0,6.48,16.0,2.0,6.0,4.0,3.4,1.68,2.0,66.0,195.0,129.0,117.4,66.0,0.95,3.44,2.49,1.1328,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,2.88,0.0,2.0,11.0,9.0,6.2,1.92,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,5.0,5.0,1.0,1.6,0.0,0.0,5.0,2.2,1.12,54.23,45.125,22.65633333,16.2616,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,91.0,94.8,12.0,4.0,6.0,3.380617019
-2.745,0.0,12.504,0.0,5.328,6.293,7.458,90.0,90.0,90.0,2.296,8.0,90.0,8.0,16.0,87.0,71.0,68.2,22.56,87.0,15.9994,232.03806,216.03866,68.716452,65.3286432,15.9994,54.8,2023.0,1968.2,709.034,54.8,3.0,4.32,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,206.0,140.0,107.2,66.0,1.3,3.44,2.14,0.8832,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,10.0,10.0,3.04,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.6,1.76,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,8.0,8.0,2.56,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,3.0,2.0,32.37,23.265,14.151,7.2876,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,97.2,102.24,12.0,4.0,6.0,3.380617019
-2.745,0.2,16.675,2.695,4.369,4.369,4.369,90.0,90.0,90.0,4.183,8.0,92.0,8.0,20.0,87.0,67.0,71.4,20.56,87.0,15.9994,238.02891,222.02951,98.082082,98.4992184,15.9994,54.8,1408.0,1353.2,429.88,54.8,3.0,3.92,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,196.0,130.0,107.8,66.0,1.38,3.44,2.06,0.9312,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.6,4.0,0.0,10.0,10.0,3.12,0.0,14.0,14.0,4.24,0.0,6.0,27.0,21.0,10.2,6.72,0.0,0.0,0.0,0.0,0.0,5.0,2.2,1.12,9.0,9.0,2.88,0.0,11.0,11.0,2.2,3.52,0.0,2.0,20.0,6.2,5.52,26.91,17.805,14.85,6.894,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,58.6,55.92,12.0,5.0,7.0,3.683941988
-2.743,0.4,11.209,0.0,3.827,3.827,3.827,90.0,90.0,90.0,3.721,8.0,71.0,8.0,41.0,87.0,46.0,69.6,20.88,87.0,15.9994,174.9668,158.9674,54.7813,48.0742,15.9994,54.8,2183.0,2128.2,856.68,54.8,3.0,5.76,16.0,2.0,6.0,4.0,3.2,1.44,2.0,66.0,187.0,121.0,107.6,66.0,1.27,3.44,2.17,0.9552,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,3.0,3.0,0.96,0.0,14.0,14.0,4.48,0.0,5.0,17.0,12.0,8.0,3.6,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,3.84,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.4,2.88,28.865,19.76,13.838,6.0108,9.105,0.0,0.0,0.0,0.0,0.0,0.0022471,0.0022471,0.00044942,0.000719072,0.0,12.0,229.0,217.0,91.8,95.76,12.0,3.0,5.0,3.273268354
-2.743,0.8,10.181,0.326,5.067,5.35,7.511,90.0,90.0,90.0,1.738,8.0,24.0,8.0,43.0,87.0,44.0,70.6,19.68,87.0,15.9994,51.9961,35.9967,29.57226,16.287432,15.9994,54.8,2180.0,2125.2,857.08,54.8,4.0,5.28,16.0,2.0,4.0,2.0,2.8,0.96,2.0,66.0,160.0,94.0,99.4,66.0,1.54,3.44,1.9,0.8832,3.44,1.0,2.0,1.0,1.8,2.0,0.0,4.0,4.0,2.4,4.0,0.0,5.0,5.0,1.68,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,5.6,0.64,0.0,1.0,1.0,0.2,0.0,2.0,1.2,0.96,8.0,8.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,2.4,16.69,7.585,11.039,2.3208,9.105,0.0,0.0,0.0,0.0,0.0,2.25e-05,2.25e-05,4.51e-06,7.21e-06,0.0,12.0,229.0,217.0,91.8,95.76,12.0,4.0,6.0,3.380617019
-2.742,0.0,17.285,1.171,4.421,4.421,4.421,90.0,90.0,90.0,3.245,8.0,61.0,8.0,21.0,87.0,66.0,60.6,31.68,87.0,15.9994,145.0,129.0006,67.59964,61.920288,15.9994,54.8,1373.0,1318.2,582.08,54.8,3.0,6.24,16.0,2.0,6.0,4.0,3.6,1.92,2.0,66.0,199.0,133.0,119.2,66.0,1.155,3.44,2.285,1.0968,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.4,0.0,6.0,7.0,1.0,6.4,0.48,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,0.0,0.0,0.0,0.0,9.0,9.0,3.6,4.32,0.0,2.0,9.0,4.8,3.36,33.8425,24.7375,19.0,11.874,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,3.0,5.0,3.535533906
-2.741,0.2,9.075,0.0,5.025,5.08,7.111,90.0,90.0,90.0,-0.771,4.0,64.0,8.0,27.0,87.0,60.0,71.0,19.2,87.0,9.012182,157.25,148.237818,42.8520764,45.75916944,15.9994,54.8,1586.0,1531.2,662.08,54.8,2.0,6.48,16.0,2.0,6.0,4.0,2.8,1.28,2.0,66.0,196.0,130.0,98.0,66.0,1.2,3.44,2.24,0.9864,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,7.0,7.0,2.24,0.0,2.0,10.0,8.0,6.0,1.6,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,7.0,7.0,1.4,2.24,0.0,0.0,16.0,4.4,4.64,32.05,24.16,13.451,7.4396,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,194.0,182.0,84.8,87.36,12.0,0.0,0.0,0.0
-2.741,0.2,20.944,0.0,6.315,6.356,10.436,90.0,90.0,90.0,-1.771,8.0,89.0,8.0,9.0,87.0,78.0,56.8,36.24,87.0,15.9994,227.0,211.0006,82.46504,79.758768,15.9994,54.8,1323.0,1268.2,497.48,54.8,2.0,6.48,16.0,2.0,7.0,5.0,3.8,2.16,2.0,66.0,215.0,149.0,125.6,66.0,0.89,3.44,2.55,1.1736,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,1.0,1.0,0.32,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.6,1.68,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,2.4,63.59,54.485,27.0835,21.5742,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,98.0,103.2,12.0,0.0,0.0,0.0
-2.74,0.91,12.324,0.0,3.95,3.95,3.95,90.0,90.0,90.0,3.746,8.0,90.0,8.0,16.0,87.0,71.0,65.8,25.44,87.0,15.9994,232.03806,216.03866,66.994861,66.0172796,15.9994,54.8,2023.0,1968.2,741.28,54.8,3.0,5.28,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,206.0,140.0,108.6,66.0,1.3,3.44,2.14,0.9672,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,5.0,5.0,1.68,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.8,0.72,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,8.0,8.0,3.12,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.8,2.16,32.37,23.265,14.03451724,7.334193103,9.105,0.0,0.0,0.0,0.0,0.0,0.000310121,0.000310121,6.2e-05,9.92e-05,0.0,12.0,225.0,213.0,95.6,100.32,12.0,4.0,6.0,3.380617019
-2.74,1.4,12.033,1.35,5.357,5.983,7.509,90.0,90.0,90.0,4.556,8.0,93.0,8.0,22.0,87.0,65.0,67.6,23.28,87.0,15.9994,237.0,221.0006,68.16864,67.532544,15.9994,54.8,1811.0,1756.2,578.48,54.8,3.0,5.04,16.0,2.0,7.0,5.0,3.4,1.68,2.0,66.0,190.0,124.0,104.0,66.0,1.36,3.44,2.08,0.8856,3.44,2.0,2.0,0.0,2.0,2.0,0.0,4.0,4.0,2.4,4.0,0.0,6.0,6.0,1.84,0.0,4.0,4.0,1.28,0.0,6.0,8.0,2.0,6.6,0.72,0.0,0.0,0.0,0.0,0.0,2.0,1.2,0.96,9.0,9.0,3.12,0.0,10.0,10.0,2.0,3.2,0.0,2.0,19.0,5.8,5.28,18.45375,9.34875,11.29975,2.8616,9.105,0.0,0.0,0.0,0.0,0.0,2.1106628,2.1106628,0.42213256,0.675412096,0.0,12.0,229.0,217.0,65.4,65.44,12.0,3.0,5.0,3.273268354
