e_form,e_hull,vpa,gamma,e_form oxygen,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData maximum AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData avg_dev MeltingT,MagpieData maximum Column,MagpieData minimum Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData range NsValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mode NpValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData mode NdValence,MagpieData range NfValence,MagpieData maximum NValence,MagpieData range NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData maximum NpUnfilled,MagpieData mean NpUnfilled,MagpieData minimum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData minimum GSbandgap,MagpieData range GSbandgap,MagpieData avg_dev GSmagmom,MagpieData mean SpaceGroupNumber,MagpieData mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state
-0.758,0.613,12.238,90.0,1.154,8.0,51.0,23.8,8.0,56.0,87.0,80.4,121.76,45.799488,15.9994,54.8,2607.0,2552.2,816.2832,16.0,2.0,1.44,2.0,36.72,66.0,1.39,2.914,1.0,4.0,4.0,4.0,10.0,3.4,0.0,0.0,15.0,1.0,0.32,0.0,3.0,1.8,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.6,0.72,2.0,14.477,6.8332,0.0,0.0,0.0,79.2,12.0,-2.0,3.0
-0.757,0.275,14.405,90.0,-0.383,8.0,78.0,27.8,8.0,4.0,87.0,65.6,195.084,59.65272,15.9994,54.8,2041.4,1986.6,615.0992,16.0,2.0,1.68,2.0,53.76,66.0,2.62,2.684,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.48,0.0,2.0,1.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.8,0.32,2.0,26.6115,25.6444,0.0,0.0,0.0,98.0,12.0,-2.0,5.0
-0.757,1.96,15.132,90.0,-7.945,8.0,75.0,33.4,8.0,35.0,87.0,70.0,186.207,77.152128,15.9994,54.8,3459.0,3404.2,1228.656,16.0,2.0,1.92,2.0,49.92,66.0,2.2,2.692,0.0,4.0,4.0,4.0,5.0,1.0,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,2.0,2.0,0.64,0.0,2.6,0.96,2.0,14.511,6.4872,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-0.756,0.927,13.115,90.0,2.883,8.0,50.0,23.4,8.0,53.0,87.0,78.8,118.71,44.330688,15.9994,54.8,2430.0,2375.2,724.0416,16.0,2.0,1.44,2.0,36.96,66.0,1.54,2.836,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,4.0,2.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.0,1.2,2.0,14.977,7.3232,0.0,0.0,0.0,74.2,12.0,-2.0,4.0
-0.754,0.112,11.148,60.7,1.891,8.0,47.0,23.0,8.0,56.0,87.0,76.4,107.8682,42.465456,15.9994,54.8,2607.0,2552.2,895.7592,16.0,2.0,1.44,2.0,38.16,66.0,1.51,2.89,1.0,4.0,4.0,4.0,10.0,3.4,0.0,0.0,11.0,1.0,0.48,0.0,2.0,1.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.2,0.72,2.0,11.431,2.7912,0.0,0.0,0.0,91.0,12.0,-2.0,5.0
-0.753,0.652,10.706,90.0,0.728,8.0,33.0,16.8,8.0,58.0,87.0,80.6,74.9216,24.4454388,15.9994,54.8,1768.0,1713.2,659.616,16.0,2.0,0.96,2.0,27.12,66.0,1.56,2.876,0.0,4.0,4.0,4.0,10.0,3.4,0.0,0.0,15.0,0.0,0.0,0.0,3.0,1.8,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.4,0.48,2.0,11.947,4.0912,0.0,0.0,0.495510784,79.2,12.0,-2.0,5.0
-0.75,1.064,11.669,90.0,-1.777,8.0,45.0,18.4,8.0,46.0,87.0,73.2,102.9055,29.243568,15.9994,54.8,2237.0,2182.2,1034.496,16.0,2.0,1.2,2.0,39.12,66.0,1.81,2.846,1.0,4.0,4.0,4.0,8.0,2.2,0.0,0.0,9.0,1.0,0.32,0.0,2.0,1.2,0.0,7.0,1.8,0.0,0.0,0.0,0.0,3.2,1.52,2.0,10.793,2.0256,0.0,0.0,0.0,98.0,12.0,-2.0,3.0
-0.749,0.356,13.769,60.0,-10.348,8.0,78.0,22.6,8.0,2.0,87.0,65.2,195.084,56.74784246,15.9994,54.8,2041.4,1986.6,610.4264,16.0,2.0,1.2,2.0,40.8,66.0,2.51,2.706,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.48,0.0,2.0,1.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.8,0.32,2.0,14.31566667,6.2528,0.0,0.0,0.0,98.0,12.0,-2.0,5.0
-0.749,0.733,11.951,90.0,1.842,8.0,76.0,26.4,8.0,57.0,87.0,79.4,190.23,55.409088,15.9994,54.8,3306.0,3251.2,1057.872,16.0,2.0,1.44,2.0,31.68,66.0,1.43,2.906,0.0,4.0,4.0,4.0,10.0,3.2,0.0,14.0,22.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.8,0.96,2.0,12.882,4.5324,0.0,0.383,0.0,91.0,12.0,-2.0,4.0
-0.747,0.775,11.388,90.0,0.228,8.0,75.0,25.4,8.0,54.0,87.0,75.2,186.207,51.096384,15.9994,54.8,3459.0,3404.2,1218.576,16.0,2.0,1.44,2.0,34.32,66.0,1.54,2.826,0.0,4.0,4.0,4.0,8.0,2.6,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.4,0.0,0.0,0.0,0.0,2.6,0.96,2.0,10.458,1.6788,0.0,0.0,0.190526304,91.0,12.0,-2.0,4.0
-0.747,0.805,10.955,90.0,-0.724,8.0,33.0,16.6,8.0,55.0,87.0,80.0,74.9216,23.704272,15.9994,54.8,1811.0,1756.2,669.936,16.0,2.0,0.96,2.0,28.56,66.0,1.61,2.866,0.0,4.0,4.0,4.0,10.0,3.2,0.0,0.0,15.0,0.0,0.0,0.0,3.0,1.8,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.6,0.72,2.0,12.044,4.0524,0.0,0.0,0.675412096,86.2,12.0,-2.0,3.0
-0.745,1.07,10.886,90.0,-1.578,8.0,43.0,19.6,8.0,53.0,87.0,77.6,98.0,32.573808,15.9994,54.8,2430.0,2375.2,740.2152,16.0,2.0,1.2,2.0,32.88,66.0,1.63,2.806,0.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,5.0,2.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,3.2,1.44,2.0,12.0915,3.5838,0.0,0.0,0.0,58.8,12.0,-2.0,3.0
-0.738,1.64,16.527,90.0,-2.81,8.0,60.0,24.2,8.0,4.0,87.0,56.8,144.242,47.45064,15.9994,54.8,1294.0,1239.2,375.9312,16.0,2.0,1.68,2.0,69.36,66.0,2.62,2.456,1.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,6.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,10.0,10.0,3.2,0.0,3.4,2.64,2.0,30.5695,25.7574,0.0,0.0,0.0,91.8,12.0,0.0,0.0
-0.738,0.572,10.725,90.0,-1.097,8.0,46.0,19.0,8.0,52.0,87.0,75.0,106.42,31.0462188,15.9994,54.8,1828.05,1773.25,776.988,16.0,2.0,1.2,2.0,35.04,66.0,1.89,2.814,2.0,4.0,4.0,4.0,10.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,0.0,0.0,0.0,0.0,2.2,1.12,2.0,10.44251724,1.60502069,0.0,0.0,9.92e-05,95.6,12.0,-2.0,4.0
-0.735,2.244,15.992,90.0,-9.774,8.0,74.0,32.4,8.0,27.0,87.0,67.8,183.84,74.181888,15.9994,54.8,3695.0,3640.2,1241.136,16.0,2.0,1.92,2.0,54.24,66.0,2.24,2.776,0.0,4.0,4.0,4.0,4.0,1.0,0.0,14.0,20.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,3.0,7.0,7.0,2.24,0.0,5.6,4.32,2.0,15.083,7.1736,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-0.731,0.253,17.947,70.1,-10.072,8.0,81.0,36.4,8.0,60.0,87.0,79.4,204.3833,87.50436,15.9994,54.8,2739.0,2684.2,817.168,16.0,2.0,1.92,2.0,36.96,66.0,1.82,2.828,0.0,4.0,4.0,4.0,10.0,3.4,0.0,14.0,27.0,0.0,0.0,0.0,5.0,2.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.8,0.96,2.0,13.687,5.4984,0.0,0.0,0.0,91.0,12.0,-2.0,5.0
-0.73,0.961,10.239,90.0,0.905,8.0,32.0,16.6,8.0,58.0,87.0,79.6,72.64,23.8978548,15.9994,54.8,1768.0,1713.2,688.752,16.0,2.0,0.96,2.0,27.36,66.0,1.56,2.842,0.0,4.0,4.0,4.0,10.0,3.4,0.0,0.0,14.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.6,0.72,2.0,12.113,4.3568,0.0,0.383,0.495510784,91.0,12.0,-2.0,4.0
-0.727,1.803,10.663,90.0,-5.628,8.0,73.0,25.4,8.0,48.0,87.0,75.6,180.94788,51.4389792,15.9994,54.8,3290.0,3235.2,984.2336,16.0,2.0,1.44,2.0,38.4,66.0,1.94,2.694,0.0,4.0,4.0,4.0,10.0,2.6,0.0,14.0,19.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,1.4,0.0,0.0,0.0,0.0,2.6,1.76,2.0,11.879,3.3288,0.0,0.0,0.0,91.8,12.0,-2.0,4.0
-0.725,1.361,14.268,90.0,-3.25,8.0,80.0,25.0,8.0,11.0,87.0,68.6,200.59,56.75247104,15.9994,54.8,1814.0,1759.2,548.5824,16.0,2.0,1.44,2.0,40.8,66.0,2.08,2.736,0.0,4.0,4.0,4.0,10.0,2.2,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,1.8,0.0,0.0,0.0,0.0,3.0,2.4,2.0,14.95751724,7.02302069,0.0,0.0,2.03e-06,79.2,12.0,0.0,0.0
-0.724,0.278,16.274,90.0,-0.777,8.0,78.0,31.4,8.0,5.0,87.0,65.8,195.084,71.03775646,15.9994,54.8,2041.4,1986.6,615.9688,16.0,2.0,1.92,2.0,59.52,66.0,2.65,2.678,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.48,0.0,2.0,1.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0,1.8,0.32,2.0,31.62,33.658,0.0,0.0,0.0,98.0,12.0,-2.0,5.0
-0.719,0.629,11.449,90.0,1.017,8.0,76.0,25.2,8.0,55.0,87.0,74.6,190.23,52.566144,15.9994,54.8,3306.0,3251.2,1201.776,16.0,2.0,1.44,2.0,34.56,66.0,1.61,2.87,0.0,4.0,4.0,4.0,6.0,2.4,0.0,14.0,22.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,1.6,0.0,0.0,0.0,0.0,2.8,0.96,2.0,10.427,1.5864,0.0,0.0,0.675412096,91.8,12.0,-2.0,3.0
-0.717,1.711,15.236,90.0,-7.964,8.0,77.0,33.8,8.0,35.0,87.0,71.2,192.217,78.594528,15.9994,54.8,2739.0,2684.2,1055.856,16.0,2.0,1.92,2.0,47.52,66.0,2.2,2.752,0.0,4.0,4.0,4.0,7.0,1.4,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,3.0,0.6,2.0,2.0,0.64,0.0,2.2,0.32,2.0,14.422,6.4652,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-0.716,2.022,15.354,90.0,-8.228,8.0,75.0,33.2,8.0,33.0,87.0,69.6,186.207,76.5932448,15.9994,54.8,3459.0,3404.2,1223.136,16.0,2.0,1.92,2.0,50.64,66.0,2.21,2.69,0.0,4.0,4.0,4.0,5.0,1.0,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,3.0,3.0,0.96,0.0,2.8,0.96,2.0,14.54066667,6.5228,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-0.716,0.265,11.702,62.0,1.519,8.0,80.0,36.0,8.0,57.0,87.0,77.8,200.59,86.117088,15.9994,54.8,3306.0,3251.2,1026.0224,16.0,2.0,1.92,2.0,34.56,66.0,1.44,2.904,0.0,4.0,4.0,4.0,10.0,3.2,0.0,14.0,26.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.0,0.8,2.0,13.32851724,5.06822069,0.0,0.0,0.0,79.2,12.0,-2.0,4.0
-0.713,1.371,11.248,90.0,-3.179,8.0,75.0,24.4,8.0,46.0,87.0,72.2,186.207,51.671064,15.9994,54.8,3459.0,3404.2,1327.776,16.0,2.0,1.44,2.0,41.28,66.0,1.81,2.77,0.0,4.0,4.0,4.0,5.0,1.6,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.4,0.0,0.0,0.0,0.0,3.6,1.92,2.0,10.996,2.2692,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-0.713,1.371,11.248,90.0,-3.179,8.0,75.0,24.4,8.0,46.0,87.0,72.2,186.207,51.671064,15.9994,54.8,3459.0,3404.2,1327.776,16.0,2.0,1.44,2.0,41.28,66.0,1.81,2.77,0.0,4.0,4.0,4.0,5.0,1.6,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.4,0.0,0.0,0.0,0.0,3.6,1.92,2.0,10.996,2.2692,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-0.712,1.416,16.265,90.0,-6.76,8.0,78.0,33.4,8.0,29.0,87.0,70.6,195.084,77.282532,15.9994,54.8,2041.4,1986.6,854.592,16.0,2.0,1.92,2.0,47.52,66.0,2.23,2.762,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,1.0,0.2,5.0,5.0,1.6,0.0,2.6,0.96,2.0,14.81433333,6.8512,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-0.711,2.478,18.308,90.0,-13.22,8.0,73.0,31.0,8.0,15.0,87.0,64.8,180.94788,69.3756192,15.9994,54.8,3290.0,3235.2,1020.336,16.0,2.0,1.92,2.0,58.08,66.0,2.32,2.588,0.0,4.0,4.0,4.0,3.0,0.8,0.0,14.0,19.0,0.0,0.0,0.0,2.0,1.2,0.0,9.0,3.2,13.0,13.0,4.16,0.0,7.0,6.0,2.0,16.535,8.916,0.0,0.0,0.0,91.8,12.0,-2.0,3.0
-0.71,1.483,9.418,90.0,1.461,8.0,76.0,22.8,8.0,57.0,87.0,79.2,190.23,54.786904,15.9994,54.8,3306.0,3251.2,1172.016,16.0,2.0,1.2,2.0,29.52,66.0,1.54,2.884,0.0,4.0,4.0,4.0,6.0,1.2,0.0,14.0,22.0,0.0,0.0,0.0,4.0,2.0,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.8,0.96,2.0,12.369,3.9168,0.0,0.773,0.0,91.4,12.0,-2.0,4.0
-0.707,1.674,17.444,90.0,-7.213,8.0,60.0,25.6,8.0,19.0,87.0,67.2,144.242,51.195168,15.9994,54.8,2607.0,2552.2,909.936,16.0,2.0,1.68,2.0,51.6,66.0,2.3,2.732,1.0,4.0,4.0,4.0,7.0,1.4,0.0,4.0,8.0,1.0,0.32,0.0,2.0,1.2,0.0,3.0,0.6,10.0,10.0,3.2,0.0,4.0,2.4,2.0,15.127,7.8732,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-0.705,1.307,9.87,90.0,-1.666,4.0,26.0,10.8,8.0,55.0,87.0,76.6,55.845,13.30956944,15.9994,54.8,1811.0,1756.2,782.736,16.0,2.0,0.64,2.0,23.04,66.0,1.87,2.744,0.0,4.0,4.0,4.0,6.0,1.2,0.0,0.0,8.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.0,0.8,2.0,9.187,0.6172,0.0,0.0,0.675412096,91.8,12.0,0.0,0.0
-0.705,1.493,17.067,90.0,-7.37,8.0,78.0,32.8,8.0,23.0,87.0,69.4,195.084,75.226848,15.9994,54.8,2041.4,1986.6,786.432,16.0,2.0,1.92,2.0,48.48,66.0,2.27,2.754,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,1.0,0.2,8.0,8.0,2.56,0.0,3.2,1.92,2.0,15.113,7.2468,0.0,0.0,0.0,85.4,12.0,-2.0,4.0
-0.703,0.817,11.608,90.0,3.064,8.0,75.0,28.8,8.0,54.0,87.0,74.8,186.207,61.707288,15.9994,54.8,3459.0,3404.2,1340.736,16.0,2.0,1.68,2.0,38.64,66.0,1.54,2.9,1.0,4.0,4.0,4.0,8.0,2.6,0.0,14.0,21.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.4,0.0,0.0,0.0,0.0,2.8,0.96,2.0,11.122,2.4204,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-0.702,0.226,12.457,90.0,-0.184,8.0,81.0,36.6,8.0,63.0,87.0,80.0,204.3833,88.19244,15.9994,54.8,2041.4,1986.6,602.112,16.0,2.0,1.92,2.0,35.76,66.0,1.82,2.844,1.0,4.0,4.0,4.0,10.0,3.8,0.0,14.0,27.0,1.0,0.32,0.0,5.0,2.2,0.0,1.0,0.2,0.0,0.0,0.0,0.0,2.6,0.96,2.0,13.849,5.6928,0.0,0.0,0.0,91.0,12.0,-2.0,5.0
-0.701,0.425,10.201,90.0,-1.502,8.0,28.0,12.6,8.0,2.0,87.0,64.8,58.6934,13.10285046,15.9994,54.8,1728.0,1673.2,510.1384,16.0,2.0,0.72,2.0,37.92,66.0,2.51,2.632,1.0,4.0,4.0,4.0,8.0,1.6,0.0,0.0,10.0,1.0,0.32,0.0,2.0,1.2,0.0,2.0,0.4,0.0,0.0,0.0,0.0,1.8,0.32,2.0,13.37566667,6.347066667,0.0,0.0,0.190526304,98.0,12.0,0.0,0.0
-0.7,1.707,16.433,90.0,-2.941,8.0,61.0,24.4,8.0,4.0,87.0,57.2,145.0,47.63256,15.9994,54.8,1373.0,1318.2,401.2112,16.0,2.0,1.68,2.0,68.88,66.0,2.62,2.459,1.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,7.0,1.0,0.32,0.0,2.0,1.2,0.0,0.0,0.0,9.0,9.0,2.88,0.0,3.2,2.32,2.0,30.376,25.5252,0.0,0.0,0.0,91.8,12.0,0.0,0.0
-0.697,1.792,14.888,90.0,-7.861,8.0,76.0,33.8,8.0,37.0,87.0,71.0,190.23,78.5196984,15.9994,54.8,3306.0,3251.2,1203.456,16.0,2.0,1.92,2.0,48.48,66.0,2.19,2.754,0.0,4.0,4.0,4.0,6.0,1.2,0.0,14.0,22.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,0.8,1.0,1.0,0.32,0.0,2.2,0.72,2.0,14.237,6.2172,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-0.692,0.897,10.807,90.0,-0.677,8.0,78.0,25.2,8.0,49.0,87.0,74.6,195.084,54.427336,15.9994,54.8,2180.0,2125.2,986.832,16.0,2.0,1.44,2.0,34.32,66.0,1.78,2.852,1.0,4.0,4.0,4.0,9.0,2.8,0.0,14.0,24.0,1.0,0.48,0.0,2.0,1.2,0.0,5.0,1.2,0.0,0.0,0.0,0.0,2.8,1.28,2.0,10.705,1.92,0.0,0.0,0.0,98.0,12.0,-2.0,4.0
-0.686,0.758,10.376,90.0,1.023,8.0,45.0,20.2,8.0,59.0,87.0,79.8,102.9055,34.451208,15.9994,54.8,2237.0,2182.2,801.312,16.0,2.0,1.2,2.0,31.2,66.0,1.43,2.922,1.0,4.0,4.0,4.0,10.0,3.6,0.0,0.0,14.0,1.0,0.32,0.0,4.0,2.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.6,0.72,2.0,12.792,4.4244,0.0,0.383,0.0,97.2,12.0,-2.0,3.0
-0.686,0.758,10.376,90.0,1.023,8.0,45.0,20.2,8.0,59.0,87.0,79.8,102.9055,34.451208,15.9994,54.8,2237.0,2182.2,801.312,16.0,2.0,1.2,2.0,31.2,66.0,1.43,2.922,1.0,4.0,4.0,4.0,10.0,3.6,0.0,0.0,14.0,1.0,0.32,0.0,4.0,2.0,0.0,2.0,0.4,0.0,0.0,0.0,0.0,2.6,0.72,2.0,12.792,4.4244,0.0,0.383,0.0,97.2,12.0,-2.0,3.0
-0.685,0.557,12.755,90.0,0.257,8.0,83.0,36.8,8.0,60.0,87.0,81.4,208.9804,88.607664,15.9994,54.8,2739.0,2684.2,819.776,16.0,2.0,1.92,2.0,37.68,66.0,1.42,2.908,0.0,4.0,4.0,4.0,10.0,3.4,0.0,14.0,29.0,0.0,0.0,0.0,3.0,1.8,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.4,0.48,2.0,14.895,7.222,0.0,0.0,0.0,54.6,12.0,-2.0,3.0
-0.682,0.848,11.978,90.0,1.044,8.0,77.0,26.4,8.0,60.0,87.0,79.0,192.217,55.185888,15.9994,54.8,2739.0,2684.2,839.0952,16.0,2.0,1.44,2.0,31.44,66.0,1.63,2.866,0.0,4.0,4.0,4.0,10.0,3.4,0.0,14.0,23.0,0.0,0.0,0.0,5.0,2.2,0.0,3.0,0.6,0.0,0.0,0.0,0.0,2.8,0.96,2.0,12.0765,3.5658,0.0,0.0,0.0,65.0,12.0,-2.0,3.0
-0.682,1.735,15.449,90.0,-8.17,8.0,77.0,33.6,8.0,33.0,87.0,70.8,192.217,78.0356448,15.9994,54.8,2739.0,2684.2,1050.336,16.0,2.0,1.92,2.0,48.24,66.0,2.21,2.75,0.0,4.0,4.0,4.0,7.0,1.4,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,3.0,0.6,3.0,3.0,0.96,0.0,2.4,0.48,2.0,14.45166667,6.512666667,0.0,0.0,0.0,91.0,12.0,-2.0,3.0
-0.68,1.526,11.839,90.0,-1.399,8.0,46.0,18.4,8.0,43.0,87.0,73.2,106.42,29.349168,15.9994,54.8,1941.0,1886.2,878.268,16.0,2.0,1.2,2.0,40.08,66.0,1.9,2.812,2.0,4.0,4.0,4.0,10.0,2.4,0.0,0.0,10.0,0.0,0.0,0.0,2.0,1.2,0.0,8.0,1.6,0.0,0.0,0.0,0.0,2.8,2.08,2.0,11.683,3.0936,0.0,0.0,7.21e-06,91.0,12.0,-2.0,4.0
-0.677,1.263,10.904,90.0,-2.265,8.0,42.0,18.4,8.0,50.0,87.0,73.2,95.96,28.753488,15.9994,54.8,2896.0,2841.2,1103.376,16.0,2.0,1.2,2.0,36.96,66.0,1.61,2.862,1.0,4.0,4.0,4.0,6.0,2.2,0.0,0.0,8.0,1.0,0.32,0.0,2.0,1.2,0.0,5.0,1.8,0.0,0.0,0.0,0.0,3.2,1.44,2.0,10.747,1.9772,0.0,0.0,0.675412096,98.8,12.0,-2.0,3.0
-0.676,0.305,10.869,90.0,2.777,8.0,76.0,29.2,8.0,57.0,87.0,76.0,190.23,63.516288,15.9994,54.8,3306.0,3251.2,1205.868,16.0,2.0,1.68,2.0,36.24,66.0,1.24,2.944,2.0,4.0,4.0,4.0,10.0,3.2,0.0,14.0,22.0,0.0,0.0,0.0,2.0,1.2,0.0,4.0,0.8,0.0,0.0,0.0,0.0,2.0,0.8,2.0,11.163,2.4696,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-0.676,1.511,17.29,90.0,-7.492,8.0,78.0,32.6,8.0,21.0,87.0,69.0,195.084,73.940448,15.9994,54.8,2041.4,1986.6,793.152,16.0,2.0,1.92,2.0,48.72,66.0,2.285,2.751,1.0,4.0,4.0,4.0,9.0,1.8,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,1.0,0.2,9.0,9.0,2.88,0.0,3.4,2.24,2.0,15.2355,7.4428,0.0,0.0,0.0,91.0,12.0,0.0,0.0
-0.674,2.02,15.606,90.0,-8.509,8.0,75.0,33.0,8.0,31.0,87.0,69.2,186.207,76.009968,15.9994,54.8,3459.0,3404.2,1208.256,16.0,2.0,1.92,2.0,50.64,66.0,2.22,2.688,0.0,4.0,4.0,4.0,5.0,1.0,0.0,14.0,21.0,0.0,0.0,0.0,2.0,1.2,0.0,5.0,1.0,4.0,4.0,1.28,0.0,3.0,1.2,2.0,14.642,6.6444,0.0,0.0,0.0,84.8,12.0,-2.0,3.0
-0.674,1.148,11.877,90.0,-1.0,8.0,77.0,24.8,8.0,46.0,87.0,73.4,192.217,53.594264,15.9994,54.8,2739.0,2684.2,1154.976,16.0,2.0,1.44,2.0,38.88,66.0,1.81,2.83,0.0,4.0,4.0,4.0,7.0,2.0,0.0,14.0,23.0,0.0,0.0,0.0,2.0,1.2,0.0,7.0,2.0,0.0,0.0,0.0,0.0,3.2,1.52,2.0,10.907,2.1624,0.0,0.0,0.0,98.0,12.0,-2.0,3.0
-0.672,1.584,13.717,90.0,0.34,8.0,51.0,23.2,8.0,47.0,87.0,78.6,121.76,43.8402192,15.9994,54.8,2750.0,2695.2,850.6032,16.0,2.0,1.44,2.0,41.04,66.0,1.84,2.794,1.0,4.0,4.0,4.0,10.0,2.8,0.0,0.0,15.0,1.0,0.32,0.0,3.0,1.8,0.0,6.0,1.2,0.0,0.0,0.0,0.0,3.2,1.52,2.0,15.411,7.5672,0.0,0.0,0.0,86.2,12.0,-2.0,3.0
-0.671,1.87,12.68,90.0,-4.457,8.0,78.0,34.8,8.0,45.0,87.0,73.8,195.084,81.978048,15.9994,54.8,2506.0,2451.2,1065.072,16.0,2.0,1.92,2.0,42.96,66.0,2.14,2.78,1.0,4.0,4.0,4.0,9.0,2.2,0.0,14.0,24.0,1.0,0.32,0.0,2.0,1.2,0.0,8.0,1.8,0.0,0.0,0.0,0.0,3.2,1.92,2.0,12.907,4.5624,0.0,0.0,0.0,91.0,12.0,-2.0,4.0
-0.668,1.556,11.909,90.0,-0.092,8.0,41.0,19.6,8.0,47.0,87.0,78.4,92.90638,32.5990032,15.9994,54.8,2750.0,2695.2,895.296,16.0,2.0,1.2,2.0,36.24,66.0,1.84,2.82,1.0,4.0,4.0,4.0,10.0,2.8,0.0,0.0,15.0,1.0,0.32,0.0,3.0,1.8,0.0,6.0,1.2,0.0,0.0,0.0,0.0,3.2,1.52,2.0,13.534,5.3148,0.0,0.0,0.0,86.2,12.0,-2.0,3.0
